Faktura-ID,Leverandør-ID,Fakturabeløp (NOK),Fakturadato,Forfallsdato,Faktisk betalingsdato,Betalingsstatus,Dager forsinket,Betalingsbetingelser,INCOTERMS,Kontrakttype,Leverandørkategori,Gj.snitt dager forsinket (leverandør),Antall fakturaer (leverandør),Risikokategori leverandør
FAK-0859,LEV-034,1251000,2025-08-02,2025-08-12,2025-08-07,Betalt,0,Netto 10,CPT,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0860,LEV-017,110500,2025-08-04,2025-10-03,2025-09-27,Betalt,0,Netto 60,DPU,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0861,LEV-024,97800,2025-08-05,2025-08-15,2025-08-14,Betalt,0,Netto 10,CIF,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0862,LEV-028,73600,2025-08-08,2025-08-22,2025-10-11,Forsinket,50,Netto 14,DDP,Minikonkurranse,Vedlikehold,2.1,32,Medium
FAK-0863,LEV-007,436200,2025-08-08,2025-09-07,2025-09-23,Forsinket,16,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0864,LEV-007,438400,2025-08-08,2025-09-07,2025-09-02,Betalt,0,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0865,LEV-006,291600,2025-08-09,2025-08-19,2025-08-27,Forsinket,8,Netto 10,CIF,Minikonkurranse,Energi,12.3,28,Høy
FAK-0866,LEV-012,213600,2025-08-09,2025-10-08,2025-10-13,Forsinket,5,Netto 60,CFR,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0867,LEV-018,36700,2025-08-14,2025-08-24,2025-08-30,Forsinket,6,Netto 10,CFR,Rammeavtale,Renhold,14.1,15,Høy
FAK-0868,LEV-026,195500,2025-08-18,2025-09-17,2025-09-19,Forsinket,2,Netto 30,CIP,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0869,LEV-019,61300,2025-08-18,2025-09-01,2025-10-08,Forsinket,37,Netto 14,CPT,Minikonkurranse,IT,13.9,32,Høy
FAK-0870,LEV-010,23800,2025-08-19,2025-08-29,2025-08-26,Betalt,0,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0871,LEV-016,1345300,2025-08-20,2025-10-19,2025-10-13,Betalt,0,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0872,LEV-002,35400,2025-08-21,2025-10-20,2025-11-17,Forsinket,28,Netto 60,EXW,Rammeavtale,Renhold,11.1,23,Høy
FAK-0873,LEV-014,786000,2025-08-22,2025-10-21,2025-10-20,Betalt,0,Netto 60,DAP,Rammeavtale,IT,4.4,29,Medium
FAK-0874,LEV-031,565600,2025-08-22,2025-10-21,2025-10-12,Betalt,0,Netto 60,CFR,Åpen anbudskonkurranse,IT,12.9,17,Høy
FAK-0875,LEV-036,595900,2025-08-24,2025-09-23,2025-09-22,Betalt,0,Netto 30,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0876,LEV-006,177400,2025-08-25,2025-09-04,2025-09-02,Betalt,0,Netto 10,CFR,Minikonkurranse,Energi,12.3,28,Høy
FAK-0877,LEV-005,206800,2025-08-26,2025-09-05,2025-08-29,Betalt,0,Netto 10,CFR,Rammeavtale,IT,7.4,33,Medium
FAK-0878,LEV-019,268600,2025-08-26,2025-09-09,2025-11-08,Forsinket,60,Netto 14,CPT,Minikonkurranse,IT,13.9,32,Høy
FAK-0879,LEV-012,416900,2025-08-27,2025-10-26,2025-12-01,Forsinket,36,Netto 60,DDP,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0880,LEV-007,614100,2025-08-27,2025-09-26,2025-09-18,Betalt,0,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0881,LEV-024,31500,2025-08-27,2025-09-06,2025-10-07,Forsinket,31,Netto 10,DPU,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0882,LEV-034,553900,2025-08-27,2025-09-10,2025-09-06,Betalt,0,Netto 14,CPT,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0883,LEV-034,1130600,2025-08-28,2025-09-07,2025-08-29,Betalt,0,Netto 10,DAP,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0884,LEV-037,532400,2025-08-29,2025-09-08,2025-09-01,Betalt,0,Netto 10,EXW,Rammeavtale,Konsulenttjenester,25.2,14,Kritisk
FAK-0885,LEV-020,110900,2025-08-30,2025-11-28,2025-11-23,Betalt,0,Netto 90,DDP,Åpen anbudskonkurranse,Energi,4.0,13,Medium
FAK-0886,LEV-003,606900,2025-08-31,2025-11-29,2025-11-20,Betalt,0,Netto 90,FOB,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0887,LEV-023,28300,2025-09-01,2025-10-31,2025-10-31,Betalt,0,Netto 60,CFR,Åpen anbudskonkurranse,Transport,14.2,21,Høy
FAK-0888,LEV-007,123000,2025-09-01,2025-10-01,2025-10-01,Betalt,0,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0889,LEV-019,116600,2025-09-02,2025-09-16,2025-09-07,Betalt,0,Netto 14,FOB,Minikonkurranse,IT,13.9,32,Høy
FAK-0890,LEV-009,38300,2025-09-02,2025-10-17,2025-10-11,Betalt,0,Netto 45,FOB,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0891,LEV-013,371000,2025-09-02,2025-09-12,2025-09-05,Betalt,0,Netto 10,CPT,Enkeltkontrakt,Konsulenttjenester,1.8,18,Lav
FAK-0892,LEV-004,273800,2025-09-03,2025-12-02,2025-12-31,Forsinket,29,Netto 90,DPU,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0893,LEV-004,197400,2025-09-04,2025-12-03,2025-11-29,Betalt,0,Netto 90,DPU,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0894,LEV-001,69500,2025-09-04,2025-12-03,2025-11-27,Betalt,0,Netto 90,CIP,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0895,LEV-010,29200,2025-09-05,2025-09-15,2025-09-07,Betalt,0,Netto 10,DDP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0896,LEV-008,24300,2025-09-06,2025-10-06,2025-11-05,Forsinket,30,Netto 30,DAP,Rammeavtale,Renhold,13.8,12,Høy
FAK-0897,LEV-019,730600,2025-09-06,2025-09-20,2025-10-11,Forsinket,21,Netto 14,CPT,Minikonkurranse,IT,13.9,32,Høy
FAK-0898,LEV-022,66500,2025-09-07,2025-09-21,2025-09-11,Betalt,0,Netto 14,EXW,Minikonkurranse,Transport,19.1,18,Høy
FAK-0899,LEV-028,66900,2025-09-08,2025-09-22,2025-09-12,Betalt,0,Netto 14,DDP,Minikonkurranse,Vedlikehold,2.1,32,Medium
FAK-0900,LEV-027,382400,2025-09-09,2025-09-19,2025-09-19,Betalt,0,Netto 10,CPT,Åpen anbudskonkurranse,IT,3.2,14,Medium
FAK-0901,LEV-026,397700,2025-09-09,2025-10-09,2025-10-03,Betalt,0,Netto 30,FCA,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0902,LEV-040,14200,2025-09-09,2025-10-09,2025-10-08,Betalt,0,Netto 30,CIF,Enkeltkontrakt,Vedlikehold,12.6,19,Høy
FAK-0903,LEV-003,744200,2025-09-10,2025-12-09,2025-12-01,Betalt,0,Netto 90,FOB,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0904,LEV-027,419300,2025-09-10,2025-09-20,2025-10-18,Forsinket,28,Netto 10,CPT,Åpen anbudskonkurranse,IT,3.2,14,Medium
FAK-0905,LEV-020,128900,2025-09-11,2025-12-10,2025-12-10,Betalt,0,Netto 90,DDP,Åpen anbudskonkurranse,Energi,4.0,13,Medium
FAK-0906,LEV-023,52400,2025-09-11,2025-11-10,2025-12-11,Forsinket,31,Netto 60,CFR,Åpen anbudskonkurranse,Transport,14.2,21,Høy
FAK-0907,LEV-010,28000,2025-09-13,2025-09-23,2025-10-23,Forsinket,30,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0908,LEV-007,453400,2025-09-16,2025-10-16,2025-10-11,Betalt,0,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0909,LEV-011,22800,2025-09-16,2025-09-30,2025-09-21,Betalt,0,Netto 14,FAS,Enkeltkontrakt,Renhold,12.2,17,Høy
FAK-0910,LEV-031,596400,2025-09-16,2025-11-15,2025-11-12,Betalt,0,Netto 60,CFR,Åpen anbudskonkurranse,IT,12.9,17,Høy
FAK-0911,LEV-014,89700,2025-09-16,2025-10-31,2025-10-22,Betalt,0,Netto 45,DAP,Rammeavtale,IT,4.4,29,Medium
FAK-0912,LEV-038,96600,2025-09-17,2025-12-16,2025-12-13,Betalt,0,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0913,LEV-017,438200,2025-09-17,2025-11-16,2026-01-05,Forsinket,50,Netto 60,CFR,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0914,LEV-016,953900,2025-09-19,2025-11-18,2025-11-10,Betalt,0,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0915,LEV-006,35200,2025-09-20,2025-09-30,2025-11-16,Forsinket,47,Netto 10,CIF,Minikonkurranse,Energi,12.3,28,Høy
FAK-0916,LEV-016,989200,2025-09-21,2025-11-20,2025-11-18,Betalt,0,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0917,LEV-014,244800,2025-09-23,2025-11-22,2025-11-16,Betalt,0,Netto 60,EXW,Rammeavtale,IT,4.4,29,Medium
FAK-0918,LEV-028,124500,2025-09-24,2025-10-08,2025-10-06,Betalt,0,Netto 14,EXW,Minikonkurranse,Vedlikehold,2.1,32,Medium
FAK-0919,LEV-004,658800,2025-09-24,2025-12-23,2025-12-23,Betalt,0,Netto 90,DAP,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0920,LEV-005,458000,2025-09-25,2025-10-05,2025-10-04,Betalt,0,Netto 10,DAP,Rammeavtale,IT,7.4,33,Medium
FAK-0921,LEV-038,273300,2025-09-26,2025-12-25,2025-12-26,Forsinket,1,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0922,LEV-009,58300,2025-09-27,2025-11-11,2025-11-08,Betalt,0,Netto 45,FOB,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0923,LEV-027,515400,2025-09-27,2025-10-07,2025-10-01,Betalt,0,Netto 10,CPT,Åpen anbudskonkurranse,IT,3.2,14,Medium
FAK-0924,LEV-012,132500,2025-09-27,2025-12-26,2025-12-24,Betalt,0,Netto 90,CFR,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0925,LEV-017,325100,2025-09-29,2025-11-28,2025-11-24,Betalt,0,Netto 60,DPU,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0926,LEV-030,441800,2025-09-29,2025-10-09,2025-10-06,Betalt,0,Netto 10,CIF,Rammeavtale,Konsulenttjenester,10.3,17,Høy
FAK-0927,LEV-022,72600,2025-10-01,2025-10-15,2025-10-06,Betalt,0,Netto 14,EXW,Minikonkurranse,Transport,19.1,18,Høy
FAK-0928,LEV-015,1252700,2025-10-02,2025-10-12,2025-10-09,Betalt,0,Netto 10,CPT,Rammeavtale,Bygg,1.3,35,Lav
FAK-0929,LEV-036,318100,2025-10-02,2025-11-01,2025-10-31,Betalt,0,Netto 30,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0930,LEV-036,360900,2025-10-03,2025-11-02,2025-10-25,Betalt,0,Netto 30,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0931,LEV-020,23000,2025-10-07,2026-01-05,2026-01-02,Betalt,0,Netto 90,DDP,Åpen anbudskonkurranse,Energi,4.0,13,Medium
FAK-0932,LEV-004,165800,2025-10-08,2026-01-06,,Ubetalt,,Netto 90,DPU,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0933,LEV-032,1048800,2025-10-11,2025-10-25,2025-10-26,Forsinket,1,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,9.6,26,Medium
FAK-0934,LEV-016,928400,2025-10-13,2025-12-12,2025-12-04,Betalt,0,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0935,LEV-004,205100,2025-10-13,2026-01-11,2026-01-14,Forsinket,3,Netto 90,DPU,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0936,LEV-034,202900,2025-10-14,2025-10-28,2025-10-23,Betalt,0,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0937,LEV-033,527500,2025-10-15,2025-10-25,2025-10-28,Forsinket,3,Netto 10,CFR,Rammeavtale,Konsulenttjenester,12.4,12,Høy
FAK-0938,LEV-019,712600,2025-10-16,2025-10-30,2025-11-14,Forsinket,15,Netto 14,FAS,Minikonkurranse,IT,13.9,32,Høy
FAK-0939,LEV-012,356700,2025-10-17,2025-12-16,,Ubetalt,,Netto 60,DDP,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0940,LEV-027,245600,2025-10-19,2025-10-29,2025-10-28,Betalt,0,Netto 10,CPT,Åpen anbudskonkurranse,IT,3.2,14,Medium
FAK-0941,LEV-026,335500,2025-10-21,2025-11-20,2025-11-10,Betalt,0,Netto 30,FCA,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0942,LEV-013,539800,2025-10-23,2025-11-02,2025-11-01,Betalt,0,Netto 10,CPT,Enkeltkontrakt,Konsulenttjenester,1.8,18,Lav
FAK-0943,LEV-038,298300,2025-10-24,2026-01-22,,Ubetalt,,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0944,LEV-012,455100,2025-10-26,2025-12-25,2026-01-06,Forsinket,12,Netto 60,CFR,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0945,LEV-013,310300,2025-10-28,2025-11-07,2025-11-03,Betalt,0,Netto 10,CPT,Enkeltkontrakt,Konsulenttjenester,1.8,18,Lav
FAK-0946,LEV-023,47200,2025-10-29,2025-12-28,2026-01-05,Forsinket,8,Netto 60,CFR,Åpen anbudskonkurranse,Transport,14.2,21,Høy
FAK-0947,LEV-001,73500,2025-10-29,2026-01-27,,Ubetalt,,Netto 90,CIP,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0948,LEV-025,44600,2025-10-30,2025-11-09,2025-11-30,Forsinket,21,Netto 10,FCA,Enkeltkontrakt,Transport,10.3,18,Høy
FAK-0949,LEV-004,624300,2025-11-01,2026-01-30,,Ubetalt,,Netto 90,DPU,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0950,LEV-005,452600,2025-11-01,2025-12-01,2025-11-27,Betalt,0,Netto 30,DAP,Rammeavtale,IT,7.4,33,Medium
FAK-0951,LEV-032,647300,2025-11-02,2025-11-16,2025-11-14,Betalt,0,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,9.6,26,Medium
FAK-0952,LEV-037,447300,2025-11-03,2026-02-01,,Ubetalt,,Netto 90,EXW,Rammeavtale,Konsulenttjenester,25.2,14,Kritisk
FAK-0953,LEV-003,794000,2025-11-03,2026-02-01,,Ubetalt,,Netto 90,FOB,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0954,LEV-033,382700,2025-11-04,2025-11-14,2025-11-16,Forsinket,2,Netto 10,CIF,Rammeavtale,Konsulenttjenester,12.4,12,Høy
FAK-0955,LEV-038,46400,2025-11-04,2026-02-02,,Ubetalt,,Netto 90,DDP,Rammeavtale,Energi,16.6,44,Høy
FAK-0956,LEV-033,136100,2025-11-05,2025-11-15,2025-12-25,Forsinket,40,Netto 10,CIF,Rammeavtale,Konsulenttjenester,12.4,12,Høy
FAK-0957,LEV-014,449200,2025-11-07,2026-01-06,2026-01-05,Betalt,0,Netto 60,FOB,Rammeavtale,IT,4.4,29,Medium
FAK-0958,LEV-028,139800,2025-11-12,2025-11-26,2025-11-24,Betalt,0,Netto 14,EXW,Minikonkurranse,Vedlikehold,2.1,32,Medium
FAK-0959,LEV-026,141600,2025-11-14,2025-12-14,2025-12-13,Betalt,0,Netto 30,CIP,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0960,LEV-016,1268100,2025-11-15,2026-01-14,2026-01-09,Betalt,0,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0961,LEV-012,462700,2025-11-15,2026-02-13,,Ubetalt,,Netto 90,CFR,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0962,LEV-004,473800,2025-11-19,2026-02-17,,Ubetalt,,Netto 90,DAP,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0963,LEV-023,7200,2025-11-21,2026-01-20,,Ubetalt,,Netto 60,CFR,Åpen anbudskonkurranse,Transport,14.2,21,Høy
FAK-0964,LEV-002,28400,2025-11-23,2026-01-22,,Ubetalt,,Netto 60,EXW,Rammeavtale,Renhold,11.1,23,Høy
FAK-0965,LEV-035,40600,2025-11-24,2026-02-22,,Ubetalt,,Netto 90,DAP,Minikonkurranse,Konsulenttjenester,22.9,11,Høy
FAK-0966,LEV-015,602400,2025-11-24,2025-12-24,2025-12-22,Betalt,0,Netto 30,FAS,Rammeavtale,Bygg,1.3,35,Lav
FAK-0967,LEV-024,24300,2025-11-24,2025-12-04,2026-01-06,Forsinket,33,Netto 10,DPU,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0968,LEV-003,538500,2025-11-25,2026-02-23,,Ubetalt,,Netto 90,FOB,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0969,LEV-015,493400,2025-11-27,2025-12-27,2025-12-17,Betalt,0,Netto 30,FAS,Rammeavtale,Bygg,1.3,35,Lav
FAK-0970,LEV-010,17700,2025-11-28,2025-12-08,2025-12-06,Betalt,0,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0971,LEV-035,287700,2025-11-28,2026-02-26,,Ubetalt,,Netto 90,CPT,Minikonkurranse,Konsulenttjenester,22.9,11,Høy
FAK-0972,LEV-003,276400,2025-11-29,2026-02-27,,Ubetalt,,Netto 90,FOB,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0973,LEV-022,20400,2025-11-30,2025-12-14,2026-01-04,Forsinket,21,Netto 14,EXW,Minikonkurranse,Transport,19.1,18,Høy
FAK-0974,LEV-019,242800,2025-12-02,2025-12-16,2025-12-14,Betalt,0,Netto 14,CPT,Minikonkurranse,IT,13.9,32,Høy
FAK-0975,LEV-012,74200,2025-12-02,2026-03-02,,Ubetalt,,Netto 90,DDP,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0976,LEV-028,73600,2025-12-03,2025-12-17,2025-12-11,Betalt,0,Netto 14,DDP,Minikonkurranse,Vedlikehold,2.1,32,Medium
FAK-0977,LEV-040,147400,2025-12-06,2026-01-05,2025-12-30,Betalt,0,Netto 30,CIF,Enkeltkontrakt,Vedlikehold,12.6,19,Høy
FAK-0978,LEV-031,703300,2025-12-06,2026-02-04,,Ubetalt,,Netto 60,EXW,Åpen anbudskonkurranse,IT,12.9,17,Høy
FAK-0979,LEV-011,3000,2025-12-07,2025-12-21,2025-12-19,Betalt,0,Netto 14,FAS,Enkeltkontrakt,Renhold,12.2,17,Høy
FAK-0980,LEV-012,130900,2025-12-07,2026-03-07,,Ubetalt,,Netto 90,CFR,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0981,LEV-015,543900,2025-12-07,2026-01-06,2025-12-30,Betalt,0,Netto 30,CPT,Rammeavtale,Bygg,1.3,35,Lav
FAK-0982,LEV-007,557000,2025-12-08,2026-01-07,2025-12-29,Betalt,0,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0983,LEV-016,939800,2025-12-09,2026-02-07,,Ubetalt,,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0984,LEV-032,498200,2025-12-09,2026-01-08,2026-01-14,Forsinket,6,Netto 30,DAP,Åpen anbudskonkurranse,Bygg,9.6,26,Medium
FAK-0985,LEV-025,6600,2025-12-10,2025-12-20,2026-01-09,Forsinket,20,Netto 10,FCA,Enkeltkontrakt,Transport,10.3,18,Høy
FAK-0986,LEV-012,463900,2025-12-10,2026-03-10,,Ubetalt,,Netto 90,CFR,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0987,LEV-037,577300,2025-12-11,2026-03-11,,Ubetalt,,Netto 90,DAP,Rammeavtale,Konsulenttjenester,25.2,14,Kritisk
FAK-0988,LEV-034,271700,2025-12-12,2025-12-26,2025-12-25,Betalt,0,Netto 14,CPT,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0989,LEV-031,635800,2025-12-12,2026-02-10,,Ubetalt,,Netto 60,CFR,Åpen anbudskonkurranse,IT,12.9,17,Høy
FAK-0990,LEV-024,38700,2025-12-19,2025-12-29,2026-01-08,Forsinket,10,Netto 10,DPU,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0991,LEV-013,259100,2025-12-22,2026-01-01,2025-12-28,Betalt,0,Netto 10,CPT,Enkeltkontrakt,Konsulenttjenester,1.8,18,Lav
FAK-0992,LEV-017,537200,2025-12-23,2026-02-21,,Ubetalt,,Netto 60,CFR,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0993,LEV-009,11700,2025-12-23,2026-02-06,,Ubetalt,,Netto 45,DAP,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0994,LEV-006,219300,2025-12-26,2026-01-05,2025-12-27,Betalt,0,Netto 10,CFR,Minikonkurranse,Energi,12.3,28,Høy
FAK-0995,LEV-027,753500,2025-12-28,2026-01-07,2025-12-30,Betalt,0,Netto 10,CPT,Åpen anbudskonkurranse,IT,3.2,14,Medium
FAK-0996,LEV-007,64800,2025-12-29,2026-01-28,,Ubetalt,,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0997,LEV-040,145500,2025-12-29,2026-01-28,,Ubetalt,,Netto 30,CIF,Enkeltkontrakt,Vedlikehold,12.6,19,Høy
FAK-0998,LEV-017,470300,2025-12-30,2026-02-28,,Ubetalt,,Netto 60,DPU,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0999,LEV-025,35400,2025-12-31,2026-01-10,2026-01-03,Betalt,0,Netto 10,DPU,Enkeltkontrakt,Transport,10.3,18,Høy
FAK-1000,LEV-014,174100,2025-12-31,2026-03-01,,Ubetalt,,Netto 60,EXW,Rammeavtale,IT,4.4,29,Medium
